Record,Trial,Collection Date,Collection Level,Plants Per Plot,Overhead Image Number,Overhead Image Distance (ft),Profile Image Number,Profile Image Distance (ft),Box Folder Link,Notes
04,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
03,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
05,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
07,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
06,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
10,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
08,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
11,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
13,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
14,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
16,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
17,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
19,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
20,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
23,Garden Plots,8/2/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/220691094855?sortColumn=name&sortDirection=ASC,
5016,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
5027,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
5035,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
5051,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
5044,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
5062,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
5073,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
6016,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
6022,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
6031,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
6045,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
6054,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
6073,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
6067,Cucumber Fertilizer Trial,8/10/2023,Plot,6,0,0.0,12,3.0,https://purdue.app.box.com/folder/221897490843?sortColumn=name&sortDirection=asc,Number of total pictures may vary based on number of established plants.
1017,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
1026,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
1033,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
1042,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
1064,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
1051,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
2016,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
1075,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
2027,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
2035,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
2043,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
2051,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
2062,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
2074,Tomato Fertilizer Trial,8/10/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/221910836924?sortColumn=name&sortDirection=asc,
35A4,Personal-Sized Watermelon Variety Trial,8/11/2023,Plot,9,3,3.0,0,0.0,https://purdue.app.box.com/folder/221911331089?sortColumn=name&sortDirection=asc,
12B4,Personal-Sized Watermelon Variety Trial,8/11/2023,Plot,9,3,3.0,0,0.0,https://purdue.app.box.com/folder/221911331089?sortColumn=name&sortDirection=asc,
24C4,Personal-Sized Watermelon Variety Trial,8/11/2023,Plot,9,3,3.0,0,0.0,https://purdue.app.box.com/folder/221911331089?sortColumn=name&sortDirection=asc,
22A29,Seedless Watermelon Variety Trial,8/11/2023,Plot,10,3,3.0,0,0.0,https://purdue.app.box.com/folder/221904604662?sortColumn=name&sortDirection=asc,
49B29,Seedless Watermelon Variety Trial,8/11/2023,Plot,10,3,3.0,0,0.0,https://purdue.app.box.com/folder/221904604662?sortColumn=name&sortDirection=asc,
28A1,Seedless Watermelon Variety Trial,8/11/2023,Plot,10,3,3.0,0,0.0,https://purdue.app.box.com/folder/221904604662?sortColumn=name&sortDirection=asc,
50B1,Seedless Watermelon Variety Trial,8/11/2023,Plot,10,3,3.0,0,0.0,https://purdue.app.box.com/folder/221904604662?sortColumn=name&sortDirection=asc,
72C29,Seedless Watermelon Variety Trial,8/11/2023,Plot,10,3,3.0,0,0.0,https://purdue.app.box.com/folder/221904604662?sortColumn=name&sortDirection=asc,
82C1,Seedless Watermelon Variety Trial,8/11/2023,Plot,10,3,3.0,0,0.0,https://purdue.app.box.com/folder/221904604662?sortColumn=name&sortDirection=asc,
01,Garden Plots,8/12/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
03,Garden Plots,8/12/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
04,Garden Plots,8/12/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
05,Garden Plots,8/12/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
11,Garden Plots,8/12/2023,Plant,NA,3,3.0,0,0.0,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
10,Garden Plots,8/12/2023,Plant,NA,3,3.0,0,0.0,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
06,Garden Plots,8/12/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
16,Garden Plots,8/12/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
19,Garden Plots,8/12/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
20,Garden Plots,8/12/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
23,Garden Plots,8/12/2023,Plant,NA,2,3.0,0,0.0,https://purdue.app.box.com/folder/221900977409?sortColumn=name&sortDirection=asc,
R1C4,Pepper Variety Trial,8/12/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/221905129916?sortColumn=name&sortDirection=asc,
R1C7,Pepper Variety Trial,8/12/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/221905129916?sortColumn=name&sortDirection=asc,
R2C4,Pepper Variety Trial,8/12/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/221905129916?sortColumn=name&sortDirection=asc,
R2C7,Pepper Variety Trial,8/12/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/221905129916?sortColumn=name&sortDirection=asc,
R3C4,Pepper Variety Trial,8/12/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/221905129916?sortColumn=name&sortDirection=asc,
R3C7,Pepper Variety Trial,8/12/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/221905129916?sortColumn=name&sortDirection=asc,
R4C4,Pepper Variety Trial,8/12/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/221905129916?sortColumn=name&sortDirection=asc,
R4C7,Pepper Variety Trial,8/12/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/221905129916?sortColumn=name&sortDirection=asc,
5016,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,"No RGB images taken due to poor light conditions. 5016 and 5027 were captured in a single LiDAR scan, so the same scan object is present in both folders."
5027,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,"No RGB images taken due to poor light conditions. 5016 and 5027 were captured in a single LiDAR scan, so the same scan object is present in both folders."
6067,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
6016,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
6031,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
5062,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
5044,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
5073,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
6022,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
5035,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
6045,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
5051,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
6054,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
6073,Cucumber Fertilizer Trial,8/24/2023,Plot,6,0,0.0,0,0.0,https://purdue.app.box.com/folder/223514851173?sortColumn=name&sortDirection=ASC,No RGB images taken due to poor light conditions.
1017,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
2062,Tomato Fertilizer Trial,8/24/2023,Plot,3,0,0.0,0,0.0,https://purdue.app.box.com/folder/223409845971,No RGB images taken due to poor light conditions.
1026,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
1064,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
1051,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
1042,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
2016,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
2027,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
2043,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
2035,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
1033,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
2074,Tomato Fertilizer Trial,8/24/2023,Plot,3,0,0.0,0,0.0,https://purdue.app.box.com/folder/223409845971,No RGB images taken due to poor light conditions.
1075,Tomato Fertilizer Trial,8/24/2023,Plot,3,3,3.0,6,1.5,https://purdue.app.box.com/folder/223409845971,
2051,Tomato Fertilizer Trial,8/24/2023,Plot,3,2,3.0,0,0.0,https://purdue.app.box.com/folder/223409845971,Just two overhead RGB images and no profile images were taken due to rapidly worsening lighting conditions.
01,Garden Plots,8/25/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/223408183156,
23,Garden Plots,8/25/2023,Plant,NA,1,3.0,0,0.0,https://purdue.app.box.com/folder/223408183156,This plant is very small. Difficult to get more than one image covering different surfaces of the plant.
06,Garden Plots,8/25/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/223408183156,
05,Garden Plots,8/25/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/223408183156,
10,Garden Plots,8/25/2023,Plant,NA,3,3.0,0,0.0,https://purdue.app.box.com/folder/223408183156,
04,Garden Plots,8/25/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/223408183156,
19,Garden Plots,8/25/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/223408183156,
16,Garden Plots,8/25/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/223408183156,
20,Garden Plots,8/25/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/223408183156,
03,Garden Plots,8/25/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/223408183156,
11,Garden Plots,8/25/2023,Plant,NA,3,3.0,0,0.0,https://purdue.app.box.com/folder/223408183156,
R1C4,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/223512997514,
R2C7,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/223512997514,
R4C4,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/223512997514,
R4C7,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/223512997514,
R2C4,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/223512997514,
R3C7,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/223512997514,
R1C7,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/223512997514,
R3C4,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/223512997514,
05,Garden Plots,9/1/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/224465821302,
06,Garden Plots,9/1/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/224465821302,
19,Garden Plots,9/1/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/224465821302,
01,Garden Plots,9/7/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/226368963720,
03,Garden Plots,9/7/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/226368963720,
04,Garden Plots,9/7/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/226368963720,
10,Garden Plots,9/7/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/226368963720,
11,Garden Plots,9/7/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/226368963720,
16,Garden Plots,9/7/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/226368963720,
20,Garden Plots,9/7/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/226368963720,
23,Garden Plots,9/7/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/226368963720,
R1C4,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/226368956899?sortColumn=name&sortDirection=ASC,
R2C7,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/226368956899?sortColumn=name&sortDirection=ASC,
R4C4,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/226368956899?sortColumn=name&sortDirection=ASC,
R4C7,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/226368956899?sortColumn=name&sortDirection=ASC,
R2C4,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/226368956899?sortColumn=name&sortDirection=ASC,
R3C7,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/226368956899?sortColumn=name&sortDirection=ASC,
R1C7,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/226368956899?sortColumn=name&sortDirection=ASC,
R3C4,Pepper Variety Trial,8/26/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/226368956899?sortColumn=name&sortDirection=ASC,
10,Garden Plots,9/14/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/227101189540,
11,Garden Plots,9/14/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/227101189540,
01,Garden Plots,9/20/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/228174487105?sortColumn=name&sortDirection=ASC,
03,Garden Plots,9/20/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/228174487105?sortColumn=name&sortDirection=ASC,
04,Garden Plots,9/20/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/228174487105?sortColumn=name&sortDirection=ASC,
16,Garden Plots,9/20/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/228174487105?sortColumn=name&sortDirection=ASC,
20,Garden Plots,9/20/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/228174487105?sortColumn=name&sortDirection=ASC,
23,Garden Plots,9/20/2023,Plant,NA,1,3.0,2,1.5,https://purdue.app.box.com/folder/228174487105?sortColumn=name&sortDirection=ASC,
R1C4,Pepper Variety Trial,9/21/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/228175899687,
R2C7,Pepper Variety Trial,9/21/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/228175899687,
R4C4,Pepper Variety Trial,9/21/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/228175899687,
R4C7,Pepper Variety Trial,9/21/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/228175899687,
R2C4,Pepper Variety Trial,9/21/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/228175899687,
R3C7,Pepper Variety Trial,9/21/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/228175899687,
R1C7,Pepper Variety Trial,9/21/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/228175899687,
R3C4,Pepper Variety Trial,9/21/2023,Plot,5,5,3.0,10,1.5,https://purdue.app.box.com/folder/228175899687,